card_id,user_id,bank_id,card_type,card_network,issued_date,is_active
169,142,6,CREDIT,AMEX,2026-01-02T00:00:00,True
170,143,9,DEBIT,RUPAY,2026-06-21T00:00:00,True
171,143,8,CREDIT,RUPAY,2024-08-25T00:00:00,True
172,144,2,CREDIT,VISA,2025-10-24T00:00:00,True
173,144,1,CREDIT,VISA,2025-05-27T00:00:00,True
174,145,9,CREDIT,VISA,2025-05-14T00:00:00,True
175,145,4,DEBIT,RUPAY,2025-06-03T00:00:00,True
176,145,8,DEBIT,VISA,2026-07-05T00:00:00,True
177,146,2,DEBIT,RUPAY,2026-04-13T00:00:00,True
178,146,10,DEBIT,RUPAY,2026-03-25T00:00:00,True
179,146,4,CREDIT,MASTERCARD,2025-03-02T00:00:00,True
180,147,8,DEBIT,MASTERCARD,2025-10-31T00:00:00,True
181,148,9,DEBIT,RUPAY,2025-12-02T00:00:00,True
182,148,8,DEBIT,MASTERCARD,2024-09-07T00:00:00,True
183,149,2,DEBIT,RUPAY,2025-06-15T00:00:00,True
184,149,10,DEBIT,VISA,2026-02-17T00:00:00,True
185,151,3,DEBIT,VISA,2026-01-22T00:00:00,True
186,151,1,CREDIT,VISA,2026-06-06T00:00:00,True
187,152,10,DEBIT,VISA,2024-10-11T00:00:00,True
188,152,10,DEBIT,RUPAY,2024-10-03T00:00:00,True
189,153,8,CREDIT,RUPAY,2026-05-27T00:00:00,True
190,154,1,DEBIT,RUPAY,2025-03-03T00:00:00,True
191,155,2,DEBIT,VISA,2024-11-24T00:00:00,True
192,155,9,DEBIT,VISA,2024-12-12T00:00:00,True
193,156,4,DEBIT,RUPAY,2026-04-29T00:00:00,True
194,158,1,CREDIT,RUPAY,2026-06-14T00:00:00,True
195,159,4,DEBIT,VISA,2026-06-24T00:00:00,True
196,159,10,DEBIT,RUPAY,2025-09-14T00:00:00,True
197,160,7,CREDIT,VISA,2024-12-11T00:00:00,True
198,161,10,DEBIT,RUPAY,2025-08-08T00:00:00,True
199,162,5,CREDIT,VISA,2026-01-04T00:00:00,True
200,162,9,CREDIT,RUPAY,2026-01-29T00:00:00,True
201,163,6,DEBIT,RUPAY,2025-11-23T00:00:00,True
202,163,3,CREDIT,RUPAY,2025-06-16T00:00:00,True
203,164,8,CREDIT,MASTERCARD,2026-06-15T00:00:00,True
204,164,9,DEBIT,RUPAY,2024-12-20T00:00:00,True
205,165,10,DEBIT,MASTERCARD,2024-09-25T00:00:00,False
206,166,2,DEBIT,RUPAY,2025-07-07T00:00:00,True
207,169,3,DEBIT,MASTERCARD,2025-10-14T00:00:00,True
208,170,1,DEBIT,VISA,2025-08-28T00:00:00,True
209,173,7,CREDIT,RUPAY,2026-03-02T00:00:00,True
210,173,5,DEBIT,RUPAY,2025-03-28T00:00:00,True
211,174,4,CREDIT,VISA,2026-06-25T00:00:00,True
212,174,1,DEBIT,RUPAY,2025-08-13T00:00:00,True
213,175,6,CREDIT,RUPAY,2026-05-29T00:00:00,True
214,175,4,DEBIT,RUPAY,2025-12-08T00:00:00,True
215,176,3,DEBIT,MASTERCARD,2026-05-12T00:00:00,True
216,176,2,DEBIT,VISA,2026-01-21T00:00:00,True
217,177,10,DEBIT,VISA,2025-06-02T00:00:00,True
218,178,2,DEBIT,VISA,2025-05-31T00:00:00,True
219,178,10,CREDIT,RUPAY,2026-04-27T00:00:00,True
220,179,2,DEBIT,RUPAY,2025-05-06T00:00:00,True
221,180,4,CREDIT,RUPAY,2024-12-30T00:00:00,True
222,182,1,CREDIT,VISA,2026-03-10T00:00:00,True
223,182,1,CREDIT,VISA,2025-10-10T00:00:00,True
224,183,9,DEBIT,VISA,2024-09-21T00:00:00,True
225,184,6,DEBIT,VISA,2025-03-31T00:00:00,False
226,185,4,DEBIT,RUPAY,2026-07-09T00:00:00,True
227,185,1,DEBIT,VISA,2025-08-31T00:00:00,True
228,186,3,CREDIT,VISA,2026-05-02T00:00:00,True
229,187,7,DEBIT,VISA,2024-11-12T00:00:00,True
230,188,9,DEBIT,AMEX,2024-08-25T00:00:00,True
231,188,4,DEBIT,VISA,2024-12-17T00:00:00,True
232,189,10,DEBIT,VISA,2025-06-05T00:00:00,True
233,190,2,CREDIT,RUPAY,2025-03-08T00:00:00,True
234,190,6,DEBIT,RUPAY,2025-11-07T00:00:00,True
235,192,4,DEBIT,VISA,2026-07-25T00:00:00,True
236,193,7,DEBIT,RUPAY,2025-05-23T00:00:00,True
237,196,9,CREDIT,MASTERCARD,2025-01-02T00:00:00,False
238,197,8,DEBIT,VISA,2024-09-13T00:00:00,True
239,198,2,CREDIT,RUPAY,2025-09-07T00:00:00,True
240,200,4,CREDIT,RUPAY,2026-02-06T00:00:00,True
241,201,6,DEBIT,RUPAY,2025-07-20T00:00:00,True
242,204,6,DEBIT,RUPAY,2025-10-21T00:00:00,True
243,204,1,DEBIT,RUPAY,2026-07-05T00:00:00,True
244,206,10,DEBIT,VISA,2025-09-04T00:00:00,True
245,208,5,DEBIT,AMEX,2024-11-05T00:00:00,True
246,208,9,CREDIT,RUPAY,2024-09-18T00:00:00,True
247,208,6,CREDIT,VISA,2026-06-09T00:00:00,True
248,209,10,DEBIT,RUPAY,2025-02-09T00:00:00,True
249,210,1,DEBIT,MASTERCARD,2026-03-02T00:00:00,True
250,211,5,DEBIT,RUPAY,2024-10-14T00:00:00,True
251,211,5,DEBIT,VISA,2025-12-29T00:00:00,True
252,211,3,CREDIT,RUPAY,2024-09-29T00:00:00,True
253,212,9,DEBIT,RUPAY,2024-09-21T00:00:00,True
254,213,5,DEBIT,VISA,2025-08-06T00:00:00,True
255,213,1,DEBIT,VISA,2024-10-28T00:00:00,True
256,213,2,DEBIT,VISA,2025-07-09T00:00:00,True
257,215,7,DEBIT,VISA,2025-07-10T00:00:00,True
258,216,6,DEBIT,AMEX,2026-05-08T00:00:00,False
259,216,6,CREDIT,RUPAY,2026-04-07T00:00:00,False
260,216,10,CREDIT,VISA,2026-01-12T00:00:00,True
261,217,7,DEBIT,VISA,2025-01-10T00:00:00,True
262,217,2,DEBIT,AMEX,2025-03-27T00:00:00,True
263,217,10,DEBIT,RUPAY,2026-02-12T00:00:00,True
264,219,8,DEBIT,RUPAY,2025-06-30T00:00:00,True
265,221,4,DEBIT,AMEX,2025-04-03T00:00:00,True
266,222,4,DEBIT,AMEX,2025-10-03T00:00:00,True
267,223,6,DEBIT,RUPAY,2025-11-12T00:00:00,True
268,224,3,DEBIT,VISA,2025-10-01T00:00:00,True
269,224,3,DEBIT,RUPAY,2025-07-25T00:00:00,True
270,225,3,DEBIT,RUPAY,2025-02-28T00:00:00,True
271,227,5,DEBIT,RUPAY,2025-12-04T00:00:00,True
272,228,7,CREDIT,VISA,2024-10-23T00:00:00,True
273,232,9,CREDIT,VISA,2025-07-20T00:00:00,True
274,234,1,CREDIT,RUPAY,2025-11-12T00:00:00,True
275,234,8,DEBIT,MASTERCARD,2025-12-11T00:00:00,True
276,235,10,DEBIT,RUPAY,2024-11-03T00:00:00,True
277,235,1,DEBIT,MASTERCARD,2026-06-05T00:00:00,True
278,236,10,CREDIT,RUPAY,2025-04-04T00:00:00,True
279,237,9,DEBIT,RUPAY,2025-10-20T00:00:00,True
280,238,3,CREDIT,RUPAY,2025-03-13T00:00:00,True
281,238,5,DEBIT,RUPAY,2024-11-19T00:00:00,True
282,239,8,DEBIT,RUPAY,2025-06-01T00:00:00,True
283,240,2,DEBIT,RUPAY,2025-01-01T00:00:00,True
284,240,9,DEBIT,RUPAY,2024-09-07T00:00:00,True
285,241,9,DEBIT,VISA,2024-09-05T00:00:00,True
286,241,5,DEBIT,RUPAY,2025-11-08T00:00:00,True
287,243,2,DEBIT,MASTERCARD,2025-05-06T00:00:00,True
288,244,2,DEBIT,RUPAY,2025-03-25T00:00:00,True
289,245,5,DEBIT,RUPAY,2026-06-29T00:00:00,True
290,246,1,DEBIT,RUPAY,2026-01-25T00:00:00,True
291,248,1,DEBIT,RUPAY,2025-04-18T00:00:00,True
292,248,7,DEBIT,VISA,2025-02-26T00:00:00,True
293,249,8,CREDIT,VISA,2024-11-08T00:00:00,True
294,249,4,CREDIT,VISA,2026-03-04T00:00:00,True
295,250,5,DEBIT,RUPAY,2025-04-07T00:00:00,True
296,251,3,DEBIT,RUPAY,2025-06-05T00:00:00,True
297,251,8,DEBIT,MASTERCARD,2025-08-10T00:00:00,True
298,252,5,DEBIT,MASTERCARD,2025-04-20T00:00:00,True
299,253,6,DEBIT,VISA,2025-09-21T00:00:00,True
300,254,8,DEBIT,RUPAY,2024-09-08T00:00:00,True
301,255,7,CREDIT,RUPAY,2025-05-04T00:00:00,True
302,255,7,CREDIT,MASTERCARD,2025-09-22T00:00:00,True
303,256,4,CREDIT,RUPAY,2025-06-21T00:00:00,True
304,257,9,CREDIT,RUPAY,2026-04-30T00:00:00,True
305,257,3,DEBIT,VISA,2024-08-31T00:00:00,True
306,258,6,DEBIT,RUPAY,2026-06-11T00:00:00,False
307,258,4,CREDIT,VISA,2025-01-17T00:00:00,True
308,259,5,DEBIT,RUPAY,2025-07-15T00:00:00,True
309,259,9,DEBIT,RUPAY,2024-09-15T00:00:00,True
310,260,9,CREDIT,MASTERCARD,2025-01-17T00:00:00,True
311,261,4,CREDIT,RUPAY,2025-08-31T00:00:00,True
312,261,3,DEBIT,RUPAY,2024-11-04T00:00:00,True
313,262,7,CREDIT,RUPAY,2026-02-15T00:00:00,True
314,262,3,CREDIT,RUPAY,2025-09-14T00:00:00,True
315,263,6,DEBIT,RUPAY,2025-06-15T00:00:00,True
316,264,10,DEBIT,VISA,2024-11-13T00:00:00,True
317,265,5,DEBIT,RUPAY,2025-04-17T00:00:00,True
318,267,9,DEBIT,MASTERCARD,2026-03-24T00:00:00,True
319,267,7,DEBIT,MASTERCARD,2025-12-11T00:00:00,True
320,267,5,CREDIT,RUPAY,2024-11-03T00:00:00,True
321,268,8,DEBIT,VISA,2025-09-26T00:00:00,True
322,268,8,DEBIT,RUPAY,2025-04-05T00:00:00,True
323,269,6,DEBIT,VISA,2026-07-16T00:00:00,True
324,270,4,DEBIT,RUPAY,2026-02-19T00:00:00,True
325,272,8,DEBIT,RUPAY,2024-11-01T00:00:00,True
326,273,3,DEBIT,VISA,2024-12-12T00:00:00,True
327,274,1,DEBIT,MASTERCARD,2026-05-13T00:00:00,True
328,274,8,CREDIT,RUPAY,2025-10-12T00:00:00,True
329,274,5,CREDIT,AMEX,2026-07-03T00:00:00,True
330,275,10,DEBIT,VISA,2026-01-27T00:00:00,True
331,275,10,DEBIT,MASTERCARD,2026-04-21T00:00:00,True
332,276,3,CREDIT,RUPAY,2025-12-08T00:00:00,False
333,276,7,CREDIT,MASTERCARD,2024-08-15T00:00:00,True
334,276,4,CREDIT,VISA,2025-11-22T00:00:00,True
335,277,3,CREDIT,RUPAY,2025-03-29T00:00:00,True
336,278,5,DEBIT,RUPAY,2026-03-31T00:00:00,True
337,279,5,DEBIT,RUPAY,2025-03-05T00:00:00,True
338,279,3,CREDIT,VISA,2025-02-08T00:00:00,True
339,280,10,DEBIT,MASTERCARD,2026-03-22T00:00:00,True
340,280,10,DEBIT,AMEX,2026-05-02T00:00:00,True
341,281,4,DEBIT,VISA,2026-05-01T00:00:00,True
342,282,6,CREDIT,AMEX,2024-12-28T00:00:00,True
343,282,8,DEBIT,MASTERCARD,2025-06-15T00:00:00,True
344,283,7,DEBIT,RUPAY,2025-08-08T00:00:00,True
345,284,10,DEBIT,AMEX,2026-05-20T00:00:00,True
346,285,9,DEBIT,RUPAY,2025-04-23T00:00:00,True
347,285,9,DEBIT,RUPAY,2025-02-08T00:00:00,False
348,286,6,DEBIT,VISA,2026-03-06T00:00:00,True
349,288,1,CREDIT,MASTERCARD,2025-02-25T00:00:00,False
350,289,6,DEBIT,RUPAY,2024-08-23T00:00:00,True
351,290,8,CREDIT,AMEX,2026-08-01T00:00:00,True
352,291,1,DEBIT,RUPAY,2026-04-24T00:00:00,True
353,291,8,CREDIT,RUPAY,2026-06-04T00:00:00,True
354,291,2,CREDIT,VISA,2026-08-10T00:00:00,True
355,292,3,CREDIT,RUPAY,2024-12-10T00:00:00,True
356,292,1,CREDIT,RUPAY,2025-05-21T00:00:00,True
357,293,1,CREDIT,RUPAY,2025-06-30T00:00:00,True
358,293,3,DEBIT,RUPAY,2025-08-20T00:00:00,True
359,295,1,CREDIT,RUPAY,2026-01-05T00:00:00,True
360,295,5,CREDIT,MASTERCARD,2025-05-19T00:00:00,True
361,296,1,CREDIT,RUPAY,2024-12-08T00:00:00,True
362,297,10,DEBIT,VISA,2024-11-10T00:00:00,True
363,297,2,CREDIT,RUPAY,2024-08-30T00:00:00,True
364,298,6,DEBIT,RUPAY,2025-04-19T00:00:00,True
365,299,4,DEBIT,RUPAY,2025-06-23T00:00:00,True
366,299,5,CREDIT,VISA,2025-06-29T00:00:00,True
367,299,4,CREDIT,VISA,2025-06-08T00:00:00,True
368,300,6,DEBIT,VISA,2026-05-29T00:00:00,True
369,302,10,CREDIT,RUPAY,2025-03-13T00:00:00,True
370,303,5,CREDIT,RUPAY,2026-01-07T00:00:00,True
371,303,5,CREDIT,RUPAY,2025-05-01T00:00:00,True
372,304,9,DEBIT,VISA,2024-12-31T00:00:00,True
373,304,6,CREDIT,MASTERCARD,2026-04-04T00:00:00,True
374,304,6,DEBIT,RUPAY,2024-08-18T00:00:00,True
375,305,2,CREDIT,MASTERCARD,2025-01-23T00:00:00,True
376,306,10,DEBIT,RUPAY,2025-10-29T00:00:00,True
377,307,6,DEBIT,MASTERCARD,2025-09-24T00:00:00,True
378,310,9,CREDIT,MASTERCARD,2025-05-12T00:00:00,True
379,310,7,DEBIT,VISA,2025-01-27T00:00:00,True
380,310,10,DEBIT,RUPAY,2025-03-01T00:00:00,True
381,311,6,DEBIT,VISA,2024-11-10T00:00:00,True
382,312,8,CREDIT,MASTERCARD,2026-06-15T00:00:00,True
383,312,3,CREDIT,VISA,2025-04-08T00:00:00,True
384,313,3,DEBIT,RUPAY,2025-08-28T00:00:00,False
385,313,3,CREDIT,MASTERCARD,2026-07-14T00:00:00,True
386,314,7,DEBIT,RUPAY,2024-11-16T00:00:00,True
387,315,7,DEBIT,RUPAY,2026-07-01T00:00:00,True
388,315,7,DEBIT,RUPAY,2025-07-31T00:00:00,True
389,315,10,CREDIT,RUPAY,2025-02-08T00:00:00,True
390,316,1,DEBIT,RUPAY,2024-10-28T00:00:00,True
391,317,4,CREDIT,VISA,2025-09-07T00:00:00,True
392,318,7,DEBIT,MASTERCARD,2025-05-04T00:00:00,True
393,319,9,DEBIT,MASTERCARD,2024-11-02T00:00:00,True
394,320,7,DEBIT,VISA,2025-07-02T00:00:00,True
395,320,9,CREDIT,MASTERCARD,2025-12-20T00:00:00,True
396,321,1,CREDIT,VISA,2026-05-21T00:00:00,True
397,324,6,DEBIT,AMEX,2024-12-02T00:00:00,True
398,324,7,DEBIT,MASTERCARD,2026-07-01T00:00:00,True
399,325,10,CREDIT,RUPAY,2026-05-01T00:00:00,True
400,325,8,DEBIT,MASTERCARD,2024-09-19T00:00:00,True
401,325,8,DEBIT,VISA,2026-04-15T00:00:00,True
402,326,5,DEBIT,VISA,2025-05-10T00:00:00,True
403,327,6,CREDIT,VISA,2024-12-02T00:00:00,True
404,328,4,CREDIT,RUPAY,2024-12-17T00:00:00,True
405,328,8,DEBIT,VISA,2025-11-22T00:00:00,True
406,329,9,DEBIT,VISA,2025-07-10T00:00:00,True
407,329,3,DEBIT,RUPAY,2024-11-21T00:00:00,True
408,331,5,DEBIT,VISA,2025-04-30T00:00:00,True
409,331,2,DEBIT,MASTERCARD,2024-12-07T00:00:00,True
410,331,10,CREDIT,VISA,2026-01-18T00:00:00,True
411,332,1,CREDIT,MASTERCARD,2025-10-31T00:00:00,True
412,332,3,CREDIT,RUPAY,2026-04-21T00:00:00,True
413,333,1,DEBIT,VISA,2025-10-08T00:00:00,True
414,334,6,CREDIT,VISA,2026-08-06T00:00:00,True
415,335,10,DEBIT,RUPAY,2026-05-22T00:00:00,True
416,336,9,CREDIT,VISA,2025-07-30T00:00:00,True
417,337,8,CREDIT,RUPAY,2026-06-30T00:00:00,True
418,337,7,CREDIT,RUPAY,2024-10-29T00:00:00,True
419,338,4,DEBIT,RUPAY,2025-06-17T00:00:00,True
420,339,1,CREDIT,RUPAY,2026-05-11T00:00:00,True
421,339,7,DEBIT,RUPAY,2025-05-27T00:00:00,True
422,340,9,CREDIT,RUPAY,2024-12-14T00:00:00,True
423,341,10,CREDIT,RUPAY,2025-09-24T00:00:00,True
424,341,6,DEBIT,MASTERCARD,2026-04-15T00:00:00,True
425,341,6,DEBIT,RUPAY,2026-07-14T00:00:00,True
426,342,9,DEBIT,VISA,2025-09-27T00:00:00,True
427,343,8,CREDIT,RUPAY,2025-09-23T00:00:00,True
428,343,9,DEBIT,RUPAY,2026-06-12T00:00:00,True
